Gene	Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	Grad-48-Fraction-01	Grad-48-Fraction-02	Grad-48-Fraction-03	Grad-48-Fraction-04	Grad-48-Fraction-05	Grad-48-Fraction-06	Grad-48-Fraction-07	Grad-48-Fraction-08	Grad-48-Fraction-09	Grad-48-Fraction-10	Grad-48-Fraction-11	Grad-48-Fraction-12	Grad-48-Fraction-13	Grad-48-Fraction-14	Grad-48-Fraction-15	Grad-48-Fraction-16	Grad-48-Fraction-17	Grad-48-Fraction-18	Grad-48-Fraction-19	Grad-48-Fraction-20	Grad-48-Fraction-21P	Cluster_label
frwC	sense	NC_000913.3	RefSeq	CDS	4142530	4143609	.	+	0	ID=cds3875;Parent=gene4029;Dbxref=ASAP:ABE-0012928,UniProtKB/Swiss-Prot:P32672,Genbank:NP_418384.1,EcoGene:EG11908,GeneID:948448;Name=NP_418384.1;Note=PTS system%2C fructose-like enzyme II component;gbkey=CDS;gene=frwC;product=putative enzyme IIC component of PTS;protein_id=NP_418384.1;transl_table=11	0.002321870369407386	0.010700440410939802	0.07679826505312894	0.07514937200909097	0.09009478060793673	0.08755475498387415	0.02857873267981517	0.005743451628887088	0.11761499942087665	0.15725733311513052	0.09856482869918874	0.10147057730944394	0.07635673144294687	0.05814789397238682	0.060520109283992124	0.054315192816281915	0.05624407330385031	0.05235295836064783	0.035844653644285435	0.01805720585784173	1.0	0
frwB	sense	NC_000913.3	RefSeq	CDS	4143624	4143944	.	+	0	ID=cds3876;Parent=gene4030;Dbxref=ASAP:ABE-0012930,UniProtKB/Swiss-Prot:P69816,Genbank:NP_418385.1,EcoGene:EG11909,GeneID:948447;Name=NP_418385.1;Note=PTS system fructose-like IIB component 1;Ontology_term=GO:0016052;gbkey=CDS;gene=frwB;go_process=carbohydrate catabolic process|0016052||;product=putative enzyme IIB component of PTS;protein_id=NP_418385.1;transl_table=11	0.0002455824429180889	0.0052816276387331095	0.04602972937479203	0.039742456350961575	0.07895668959871381	0.12347465446443792	0.021061745920360062	0.0040498697383178186	0.12340527631544294	0.12926207161551387	0.12106598066029385	0.10210344993299557	0.07383947656021238	0.053887975000050825	0.06401165405037629	0.05580736844310286	0.07376626537158831	0.0921412067147402	0.061552244606363465	0.036043180134390215	1.0	0
pflD	sense	NC_000913.3	RefSeq	CDS	4143995	4146292	.	+	0	ID=cds3877;Parent=gene4031;Dbxref=ASAP:ABE-0012934,UniProtKB/Swiss-Prot:P32674,Genbank:NP_418386.1,EcoGene:EG11910,GeneID:948454;Name=NP_418386.1;Note=formate acetyltransferase 2;Ontology_term=GO:0009061;gbkey=CDS;gene=pflD;go_process=anaerobic respiration|0009061||;product=putative glycine radical domain-containing pyruvate formate-lyase;protein_id=NP_418386.1;transl_table=11	0.0015610736904609402	0.014640982498546925	0.05435171331885046	0.07445866086930156	0.07469254789371227	0.09363494630219876	0.020095268745093004	0.003793775034277133	0.0785771974072122	0.10302667926880976	0.08010730207252614	0.05201576990654029	0.03937143965026948	0.035273538622955264	0.030838555686622457	0.032948554465759256	0.03662068155188195	0.04149741846527822	0.02029439948977925	0.008912851609319315	1.0	0
pflC	sense	NC_000913.3	RefSeq	CDS	4146258	4147136	.	+	0	ID=cds3878;Parent=gene4032;Dbxref=ASAP:ABE-0012937,UniProtKB/Swiss-Prot:P32675,Genbank:NP_418387.3,EcoGene:EG11911,GeneID:948453;Name=NP_418387.3;Note=probable pyruvate formate lyase activating enzyme 2;Ontology_term=GO:0009061,GO:0006464;gbkey=CDS;gene=pflC;go_process=anaerobic respiration|0009061||,protein modification process|0006464||;product=putative [formate-C-acetyltransferase 2]-activating enzyme%3B pyruvate formate-lyase 1-activating enzyme;protein_id=NP_418387.3;transl_table=11	0.0005829913644925066	0.015523392538189481	0.07713217055335994	0.11321416261369578	0.09048649704536256	0.11724723710884018	0.0351843079191329	0.004272906042746915	0.1512017522989775	0.2466888947301699	0.19160007374063895	0.13404609049503746	0.10225162297577234	0.0667436696030875	0.06686156421331478	0.0519536626938349	0.06402042778673049	0.08412892786998015	0.035294607808311736	0.013950550345021538	1.0	3
frwD	sense	NC_000913.3	RefSeq	CDS	4147138	4147479	.	+	0	ID=cds3879;Parent=gene4033;Dbxref=ASAP:ABE-0012941,UniProtKB/Swiss-Prot:P32676,Genbank:NP_418388.1,EcoGene:EG11912,GeneID:948452;Name=NP_418388.1;Note=PTS system fructose-like IIB component 2;Ontology_term=GO:0016052;gbkey=CDS;gene=frwD;go_process=carbohydrate catabolic process|0016052||;product=putative enzyme IIB component of PTS;protein_id=NP_418388.1;transl_table=11	0.0	0.005885242226016891	0.03519920481601743	0.08266430921000008	0.056631004953560216	0.16051705080376924	0.038535194387621735	0.01333757100486001	0.16560191918459438	0.3459661328532871	0.3357563196978816	0.2715023555036472	0.16198535170396586	0.07919189369572684	0.11982981638230435	0.09388769043957304	0.08042902482450598	0.09214120671474016	0.055664638600537365	0.022409455474859997	1.0	3
yijO	sense	NC_000913.3	RefSeq	CDS	4147466	4148317	.	-	0	ID=cds3880;Parent=gene4034;Dbxref=ASAP:ABE-0012943,UniProtKB/Swiss-Prot:P32677,Genbank:NP_418389.1,EcoGene:EG11913,GeneID:948451;Name=NP_418389.1;Note=putative ARAC-type regulatory protein;Ontology_term=GO:0006350,GO:0016563;gbkey=CDS;gene=yijO;go_function=transcription activator activity|0016563||;go_process=transcription|0006350||;product=AraC family putative transcriptional activator;protein_id=NP_418389.1;transl_table=11	0.0	0.006698649688149307	0.06911063384608301	0.12349241314908553	0.08157972512365004	0.1644321008233734	0.04328407585259183	0.0071909882182813935	0.2120512379802733	0.25314595086825875	0.17615264232117006	0.15966398684089825	0.08962604148028823	0.08840370872224665	0.12786718211526382	0.12386513483713073	0.10298838544601373	0.13961640163788372	0.07523777371820599	0.03608617968651235	1.0	3
eptC	sense	NC_000913.3	RefSeq	CDS	4148532	4150265	.	-	0	ID=cds3881;Parent=gene4035;Dbxref=ASAP:ABE-0012947,UniProtKB/Swiss-Prot:P0CB39,Genbank:NP_418390.1,EcoGene:EG11914,GeneID:948458;Name=NP_418390.1;Ontology_term=GO:0009274;gbkey=CDS;gene=eptC;go_component=peptidoglycan-based cell wall|0009274||;product=LPS heptose I phosphoethanolamine transferase;protein_id=NP_418390.1;transl_table=11	0.0025231615506261713	0.016611570799241224	0.07550797162145674	0.10110822766276893	0.13986488118570822	0.18122892832683626	0.041217610295758406	0.005944163648176152	0.11101338332435004	0.16740296750965494	0.1263599052626436	0.06130698350082357	0.04402827659815081	0.0309496855014317	0.04133913916414622	0.03854626586961942	0.04889605727544406	0.05981747693981114	0.031423586306754965	0.014375567111805343	1.0	0
ppc	sense	NC_000913.3	RefSeq	CDS	4150447	4153098	.	-	0	ID=cds3882;Parent=gene4036;Dbxref=ASAP:ABE-0012950,UniProtKB/Swiss-Prot:P00864,Genbank:NP_418391.1,EcoGene:EG10756,GeneID:948457;Name=NP_418391.1;Ontology_term=GO:0005737,GO:0006113,GO:0006099;gbkey=CDS;gene=ppc;go_component=cytoplasm|0005737||;go_process=fermentation|0006113||,tricarboxylic acid cycle|0006099||;product=phosphoenolpyruvate carboxylase;protein_id=NP_418391.1;transl_table=11	0.0005873946225324804	0.006803885272374011	0.031860065748878626	0.04800232356315842	0.038099748989715854	0.0540876185286417	0.0111733068796038	0.002516302750400129	0.05176623436746528	0.06417619503683332	0.05821001904631262	0.04350964233549555	0.029879473233074605	0.025894258524259292	0.03048037709422329	0.031407637175336435	0.031924883662620536	0.03609791837079738	0.0228082072815646	0.011890982690862268	1.0	0
argE	sense	NC_000913.3	RefSeq	CDS	4153696	4154847	.	-	0	ID=cds3883;Parent=gene4037;Dbxref=ASAP:ABE-0012955,UniProtKB/Swiss-Prot:P23908,Genbank:NP_418392.1,EcoGene:EG11286,GeneID:948456;Name=NP_418392.1;Ontology_term=GO:0005737,GO:0006526;gbkey=CDS;gene=argE;go_component=cytoplasm|0005737||;go_process=arginine biosynthetic process|0006526||;product=acetylornithine deacetylase;protein_id=NP_418392.1;transl_table=11	0.0010122788500770007	0.008612549599049111	0.04292585953172858	0.0520852354778456	0.041437320697727015	0.060030766967263324	0.015334929730632538	0.002739424083154818	0.08456805324213283	0.09040926816723532	0.06824315441013852	0.07063475915542045	0.04024026352176207	0.031201308960792942	0.0365334806043611	0.03747180549694712	0.03395221498220233	0.042699583599513743	0.02460784328377415	0.01217365097858248	1.0	0
argC	sense	NC_000913.3	RefSeq	CDS	4155001	4156005	.	+	0	ID=cds3884;Parent=gene4038;Dbxref=ASAP:ABE-0012964,UniProtKB/Swiss-Prot:P11446,Genbank:NP_418393.1,EcoGene:EG10065,GeneID:948455;Name=NP_418393.1;Note=N-acetyl-gamma-glutamylphosphate reductase;Ontology_term=GO:0005737,GO:0006526;gbkey=CDS;gene=argC;go_component=cytoplasm|0005737||;go_process=arginine biosynthetic process|0006526||;product=N-acetyl-gamma-glutamylphosphate reductase%2C NAD(P)-binding;protein_id=NP_418393.1;transl_table=11	0.0018623335254621739	0.0057217632752942	0.2258615642361119	0.100460097998264	0.082586882223942	0.09363494630219876	0.0709858843982506	0.008189736581931588	0.1811270991081501	0.17298306642664354	0.16321487763091466	0.211168498725059	0.1924825938457619	0.24874376865965486	0.11650121037168484	0.12447231687064605	0.1624047616648678	0.1612471117507953	0.09470719761896984	0.041593307510156816	1.0	3
argB	sense	NC_000913.3	RefSeq	CDS	4156013	4156789	.	+	0	ID=cds3885;Parent=gene4039;Dbxref=ASAP:ABE-0012967,UniProtKB/Swiss-Prot:P0A6C8,Genbank:NP_418394.3,EcoGene:EG10064,GeneID:948464;Name=NP_418394.3;Ontology_term=GO:0005737,GO:0006526;gbkey=CDS;gene=argB;go_component=cytoplasm|0005737||;go_process=arginine biosynthetic process|0006526||;product=acetylglutamate kinase;protein_id=NP_418394.3;transl_table=11	0.0	0.008010468585411882	0.04927888674242442	0.09242329015840288	0.041293441111971016	0.1560582438369979	0.015380274952954291	0.003275894632772636	0.11471382943516174	0.16145086199820066	0.0979289265785488	0.09502582442627656	0.07349335401383639	0.05330223614135462	0.04271711046961778	0.05476781942308428	0.03608994703663729	0.0295619704876458	0.027059199319705667	0.016043132896774767	1.0	0
argH	sense	NC_000913.3	RefSeq	CDS	4156850	4158223	.	+	0	ID=cds3886;Parent=gene4040;Dbxref=ASAP:ABE-0012969,UniProtKB/Swiss-Prot:P11447,Genbank:NP_418395.1,EcoGene:EG11223,GeneID:948463;Name=NP_418395.1;Ontology_term=GO:0005737,GO:0006526;gbkey=CDS;gene=argH;go_component=cytoplasm|0005737||;go_process=arginine biosynthetic process|0006526||;product=argininosuccinate lyase;protein_id=NP_418395.1;transl_table=11	0.0015041924628732947	0.010563255277466215	0.05922943118079858	0.0927323981522437	0.09291024250193478	0.1728645162502131	0.022524367164829518	0.006378544837850561	0.1358453243311126	0.1430436895451091	0.1082867938128184	0.09340145135916073	0.06864763836457244	0.04510189211960775	0.04704856572702658	0.040214133142824134	0.05621703288399271	0.049614495923321636	0.033563814540788765	0.01851130718858628	1.0	0
oxyS	sense	NC_000913.3	RefSeq	ncRNA	4158285	4158394	.	-	.	ID=rna153;Parent=gene4041;Dbxref=ASAP:ABE-0047276,EcoGene:EG31116,GeneID:2847701;Note=global regulatory RNA OxyS;function=induced in response to oxidative stress%3B activates or represses expression of many genes;gbkey=ncRNA;gene=oxyS;product=sRNA antisense regulator activates genes that detoxify oxidative damage%2C Hfq-dependent	0.0	0.001881127652151518	0.027002129721876395	0.06935875259058229	0.08145555507018938	0.15392045967484724	0.038896375012740056	0.005048467755985226	0.16375874713887548	0.18483122166134516	0.12073429304204647	0.07521069817604842	0.03739387875459385	0.04381005710248325	0.041493581776216516	0.0368301649918624	0.03262926718380905	0.04417729089062886	0.031136612915825708	0.010255884043600307	1.0	0
oxyR	sense	NC_000913.3	RefSeq	CDS	4158490	4159407	.	+	0	ID=cds3887;Parent=gene4042;Dbxref=ASAP:ABE-0012973,UniProtKB/Swiss-Prot:P0ACQ4,Genbank:NP_418396.1,EcoGene:EG10681,GeneID:948462;Name=NP_418396.1;Note=activator%2C hydrogen peroxide-inducible genes;Ontology_term=GO:0005737,GO:0006350,GO:0016563,GO:0016564;experiment=N-terminus verified by Edman degradation: PMID 1864839;gbkey=CDS;gene=oxyR;go_component=cytoplasm|0005737||;go_function=transcription activator activity|0016563||,transcription repressor activity|0016564||;go_process=transcription|0006350||;product=oxidative and nitrosative stress transcriptional regulator;protein_id=NP_418396.1;transl_table=11	0.0001576578645893904	0.003693413331142289	0.02064150899704726	0.037207443703060734	0.032554088495680845	0.05053314562340885	0.01126760069813502	0.0017766095230645246	0.05334784047806186	0.059491530781649885	0.056563886163094775	0.041526080437114775	0.030737961114378525	0.032150555132880565	0.034107938133509146	0.041622489027644614	0.04029089325254216	0.05175833216692195	0.030495288122207982	0.015656437747587373	1.0	0
sthA	sense	NC_000913.3	RefSeq	CDS	4159390	4160790	.	-	0	ID=cds3888;Parent=gene4043;Dbxref=ASAP:ABE-0012975,UniProtKB/Swiss-Prot:P27306,Genbank:NP_418397.2,EcoGene:EG11428,GeneID:948461;Name=NP_418397.2;Ontology_term=GO:0005737,GO:0009226;gbkey=CDS;gene=sthA;go_component=cytoplasm|0005737||;go_process=nucleotide-sugar biosynthetic process|0009226||;product=pyridine nucleotide transhydrogenase%2C soluble;protein_id=NP_418397.2;transl_table=11	0.0004903556204319308	0.004828686255472521	0.02342747267974926	0.03772946037022087	0.035764195581305225	0.053733605256204714	0.010851563424326686	0.001966800587269859	0.05074819703351642	0.05541797964769338	0.04925174875946545	0.035607740743061715	0.024386960422071214	0.02405926363686284	0.027004459951128358	0.029796523755628707	0.030491683270304694	0.039981300414017325	0.02220281030822016	0.01277112349227976	1.0	0
fabR	sense	NC_000913.3	RefSeq	CDS	4161124	4161771	.	+	0	ID=cds3889;Parent=gene4044;Dbxref=ASAP:ABE-0012979,UniProtKB/Swiss-Prot:P0ACU5,Genbank:NP_418398.2,EcoGene:EG11394,GeneID:948460;Name=NP_418398.2;gbkey=CDS;gene=fabR;product=transcriptional repressor of fabA and fabB;protein_id=NP_418398.2;transl_table=11	0.004989460407789032	0.1158427580762772	0.4354725151970927	0.4954240768663051	0.36071035324280537	0.4181025677130265	0.08246889510973231	0.01336854059697656	0.3540211482568388	0.4546587013299211	0.3950541924475547	0.26226675844328845	0.19285689154891356	0.1544909732011454	0.15948828799546153	0.14577239248487425	0.1291132329813387	0.1549955526053767	0.07520865693271132	0.03746257414398385	1.0	4
yijD	sense	NC_000913.3	RefSeq	CDS	4161771	4162130	.	+	0	ID=cds3890;Parent=gene4045;Dbxref=ASAP:ABE-0012981,UniProtKB/Swiss-Prot:P0AF40,Genbank:NP_418399.1,EcoGene:EG11395,GeneID:948459;Name=NP_418399.1;gbkey=CDS;gene=yijD;product=DUF1422 family inner membrane protein;protein_id=NP_418399.1;transl_table=11	0.0004644106272563104	0.008690738677587918	0.039100376130639034	0.06270532061453356	0.067244860652114	0.0971727906209216	0.020115647342073537	0.0039143640212128935	0.12181595834225716	0.1762510084876003	0.15170350087105167	0.0994672777369925	0.07087520286328948	0.05692732524920493	0.05648988160339882	0.05662393054619318	0.06340740065001135	0.10164254336432374	0.057202602088319864	0.032194028231143326	1.0	0
trmA	sense	NC_000913.3	RefSeq	CDS	4162170	4163270	.	-	0	ID=cds3891;Parent=gene4046;Dbxref=ASAP:ABE-0012983,UniProtKB/Swiss-Prot:P23003,Genbank:NP_418400.1,EcoGene:EG11022,GeneID:947143;Name=NP_418400.1;Ontology_term=GO:0005737,GO:0009451;experiment=N-terminus verified by Edman degradation: PMID 2461858;gbkey=CDS;gene=trmA;go_component=cytoplasm|0005737||;go_process=RNA modification|0009451||;product=tRNA m(5)U54 methyltransferase%2C SAM-dependent%3B tmRNA m(5)U341 methyltransferase;protein_id=NP_418400.1;transl_table=11	0.002964530918082644	0.04834306114228159	0.1734817951646573	0.3345936325166669	0.3286620823197692	0.470085648782467	0.1006840605240493	0.015042373313751894	0.4953271689896349	0.6213269324712093	0.502135567405314	0.3016692838929413	0.16927040720387965	0.14576529883554112	0.1260115132591693	0.1310769704188844	0.07733560079279418	0.06746052634472048	0.03147702778006577	0.018553282941848367	1.0	4
btuB	sense	NC_000913.3	RefSeq	CDS	4163639	4165483	.	+	0	ID=cds3892;Parent=gene4047;Dbxref=ASAP:ABE-0012987,UniProtKB/Swiss-Prot:P06129,Genbank:NP_418401.1,EcoGene:EG10126,GeneID:948468;Name=NP_418401.1;Note=outer membrane receptor for transport of vitamin B12%2C E colicins%2C and bacteriophage BF23;Ontology_term=GO:0009274,GO:0009279;gbkey=CDS;gene=btuB;go_component=peptidoglycan-based cell wall|0009274||,cell outer membrane|0009279||;product=vitamin B12/cobalamin outer membrane transporter;protein_id=NP_418401.1;transl_table=11	0.0022373140665844795	0.015562681214467237	0.05279880722402615	0.07119219543184062	0.06493614249104103	0.09374027245102012	0.02012198297903166	0.0029571489795276037	0.07110613901995994	0.08172428335117017	0.06898536588280785	0.04916971792585738	0.031060183361142475	0.02901944014894896	0.03354815506766178	0.041332089921501385	0.03507504413909406	0.05405133779722948	0.025750374155760404	0.01451722061900379	1.0	0
murI	sense	NC_000913.3	RefSeq	CDS	4165428	4166285	.	+	0	ID=cds3893;Parent=gene4048;Dbxref=ASAP:ABE-0012989,UniProtKB/Swiss-Prot:P22634,Genbank:NP_418402.2,EcoGene:EG11204,GeneID:948467;Name=NP_418402.2;Note=glutamate racemase%2C required for biosynthesis of D-glutamate and peptidoglycan;Ontology_term=GO:0009274,GO:0009252;gbkey=CDS;gene=murI;go_component=peptidoglycan-based cell wall|0009274||;go_process=peptidoglycan biosynthetic process|0009252||;product=glutamate racemase;protein_id=NP_418402.2;transl_table=11	0.006590171059957891	0.0384250524542693	0.11980646776827955	0.1652654194068427	0.1386550407979944	0.1801521640519368	0.04009818633767498	0.006085951037949164	0.11679493153500638	0.12605319126240347	0.10139430143781594	0.07472541894595798	0.049812009273560685	0.053092659852463316	0.06565599011772542	0.10257954501738173	0.1024519335273347	0.14687646483198266	0.07787942556497203	0.0401837608598407	1.0	3
rrsB	sense	NC_000913.3	RefSeq	rRNA	4166659	4168200	.	+	.	ID=rna154;Parent=gene4049;Dbxref=ASAP:ABE-0012991,EcoGene:EG30085,GeneID:948466;gbkey=rRNA;gene=rrsB;product=16S ribosomal RNA of rrnB operon	0.00033622253404844583	0.0024444717135913923	0.007323288778248013	0.012022073878487978	0.017108120377675336	0.03542710336174605	0.010894352256696415	0.004338658657772996	0.3169713773356161	0.7758012509095408	0.7192068460032379	0.5417222807651573	0.34267823399255004	0.23349689557907305	0.18380681663544046	0.1305169375346754	0.06655025900443882	0.05077742726507028	0.025490261325889968	0.01569411894738943	1.0	5
gltT	sense	NC_000913.3	RefSeq	tRNA	4168372	4168447	.	+	.	ID=rna155;Parent=gene4050;Dbxref=ASAP:ABE-0012993,EcoGene:EG30032,GeneID:948465;Note=anticodon: UUC;gbkey=tRNA;gene=gltT;product=tRNA-Glu	0.14003628006453134	0.30689020551698315	1.0	0.5958683847879632	0.2523432706099038	0.2304266565627829	0.03356679516534033	0.00215025092135109	0.041744747310442136	0.013197665633670707	0.02022239315476316	0.03578642406662897	0.01188811927021338	0.01369753748391058	0.01988162026221526	0.011834450936438128	0.010358939991447998	0.008922060895689317	0.0020866120767268344	0.0024857613439876604	0.09901444440403183	2
rrlB	sense	NC_000913.3	RefSeq	rRNA	4168641	4171544	.	+	.	ID=rna156;Parent=gene4051;Dbxref=ASAP:ABE-0012995,EcoGene:EG30078,GeneID:948473;gbkey=rRNA;gene=rrlB;product=23S ribosomal RNA of rrnB operon	0.0002934936080174217	0.0034722083151966674	0.016239576035751654	0.03199498170879297	0.04266930619461419	0.08015269504706883	0.01995442117827981	0.004465936295966397	0.10330126182125922	0.11935740388429765	0.11319807414682967	0.10845412518057956	0.1783786465726501	0.3854711693468832	0.6549722220792229	0.6270345769256346	0.3844359243208452	0.261254583954504	0.09189852185391054	0.03533148138587508	1.0	3
rrfB	sense	NC_000913.3	RefSeq	rRNA	4171637	4171756	.	+	.	ID=rna157;Parent=gene4052;Dbxref=ASAP:ABE-0012997,EcoGene:EG30071,GeneID:948471;gbkey=rRNA;gene=rrfB;product=5S ribosomal RNA of rrnB operon	0.0017626424446833824	0.0210637609841534	0.07111802705017586	0.062000766092353714	0.03273416261545122	0.04191792228431802	0.010390823556586364	0.0015715885291703602	0.021415476853594597	0.027988164904130374	0.027557431727164603	0.03767160134035974	0.07986103764817426	0.4052141585248077	0.9325915271529664	0.9691248827523136	0.5494561724814051	0.307890231989086	0.1094969162199178	0.03619280374527005	1.0	3
murB	sense	NC_000913.3	RefSeq	CDS	4172057	4173085	.	+	0	ID=cds3894;Parent=gene4053;Dbxref=ASAP:ABE-0012999,UniProtKB/Swiss-Prot:P08373,Genbank:NP_418403.1,EcoGene:EG11205,GeneID:948470;Name=NP_418403.1;Note=UDP-N-acetylenolpyruvoylglucosamine reductase;Ontology_term=GO:0009274,GO:0005737,GO:0009252;gbkey=CDS;gene=murB;go_component=peptidoglycan-based cell wall|0009274||,cytoplasm|0005737||;go_process=peptidoglycan biosynthetic process|0009252||;product=UDP-N-acetylenolpyruvoylglucosamine reductase%2C FAD-binding;protein_id=NP_418403.1;transl_table=11	0.0009011291252236324	0.011074380532827482	0.045702193349829084	0.09235847719195238	0.08891410303948594	0.17216748191049444	0.03663787581845191	0.00614230243644869	0.15191305086490006	0.17158804169739636	0.1362317728612876	0.108990192890353	0.06265562438967615	0.06447851146131606	0.06106918285612512	0.0530011155707267	0.05675435219471184	0.06631937660718194	0.03698817971524282	0.022282129023298288	1.0	3
birA	sense	NC_000913.3	RefSeq	CDS	4173082	4174047	.	+	0	ID=cds3895;Parent=gene4054;Dbxref=ASAP:ABE-0013001,UniProtKB/Swiss-Prot:P06709,Genbank:NP_418404.1,EcoGene:EG10123,GeneID:948469;Name=NP_418404.1;Note=biotin-[acetylCoA carboxylase] holoenzyme synthetase and biotin operon repressor;Ontology_term=GO:0005737,GO:0009102,GO:0006350,GO:0016564;gbkey=CDS;gene=birA;go_component=cytoplasm|0005737||;go_function=transcription repressor activity|0016564||;go_process=biotin biosynthetic process|0009102||,transcription|0006350||;product=bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase/ DNA-binding transcriptional repressor%2C bio-5'-AMP-binding;protein_id=NP_418404.1;transl_table=11	0.0008678835846814017	0.012665650745311431	0.039470952973301096	0.05852044543588195	0.07096057356134823	0.10181664063928407	0.021364683653842413	0.0032202362288177595	0.10199390046866706	0.11420241278652195	0.08913433851202865	0.06355556757744495	0.04179233723394301	0.048644759196964406	0.04184994935681883	0.04640521327993018	0.07883726294411057	0.08297181478438982	0.04334726104613045	0.023709915931587302	1.0	0
coaA	sense	NC_000913.3	RefSeq	CDS	4174076	4175026	.	-	0	ID=cds3896;Parent=gene4055;Dbxref=ASAP:ABE-0013003,UniProtKB/Swiss-Prot:P0A6I3,Genbank:NP_418405.1,EcoGene:EG10922,GeneID:948479;Name=NP_418405.1;Ontology_term=GO:0015937;gbkey=CDS;gene=coaA;go_process=coenzyme A biosynthetic process|0015937||;product=pantothenate kinase;protein_id=NP_418405.1;transl_table=11	0.0005249530742913512	0.003686505197504988	0.028112116598027342	0.04449910381131158	0.043233401432667636	0.07918122975890632	0.014768875277488382	0.0022260693393840888	0.05227157893725139	0.0777843318831216	0.05504394363056017	0.0573981489823147	0.039459518933603416	0.03219598156189205	0.030493605399300062	0.044108310944765854	0.06031138800082338	0.1082195380877821	0.05475401741537759	0.03062671157027845	1.0	0
thrU	sense	NC_000913.3	RefSeq	tRNA	4175388	4175463	.	+	.	ID=rna158;Parent=gene4056;Dbxref=ASAP:ABE-0013011,EcoGene:EG30102,GeneID:948476;Note=anticodon: UGU;gbkey=tRNA;gene=thrU;product=tRNA-Thr	0.25797048662064825	0.4376812649134101	1.0	0.7192801033649744	0.3292322304506736	0.31127574775691896	0.0568316714391119	0.0034690266670244045	0.06625634957929045	0.016999860861628843	0.02825546306078988	0.037533884526518624	0.0171328285361917	0.01244895563746525	0.021202079223832902	0.010239039625431335	0.011658229961894268	0.012251702418303412	0.0029054604554657982	0.004001060851437807	0.31514637263254336	2
tyrU	sense	NC_000913.3	RefSeq	tRNA	4175472	4175556	.	+	.	ID=rna159;Parent=gene4057;Dbxref=ASAP:ABE-0013013,EcoGene:EG30107,GeneID:948474;Note=anticodon: GUA;gbkey=tRNA;gene=tyrU;product=tRNA-Tyr	0.18497190239630665	0.3842195572893283	1.0	0.6384941049148223	0.2133393403591522	0.225445415270841	0.04172672888301124	0.002722425882787666	0.034047666637315836	0.0119631003203576	0.015578830234427628	0.01790923850489545	0.009057706170102259	0.006831883305003714	0.0086103104065146	0.008266939165970063	0.00734369252689389	0.006474780687345613	0.003218113524485049	0.004098249739506139	0.2131537205539676	2
glyT	sense	NC_000913.3	RefSeq	tRNA	4175673	4175747	.	+	.	ID=rna160;Parent=gene4058;Dbxref=ASAP:ABE-0013016,EcoGene:EG30036,GeneID:948481;Note=anticodon: UCC;gbkey=tRNA;gene=glyT;product=tRNA-Gly	0.2341989861874219	0.4130488190679852	1.0	0.7202107281178735	0.3060112225489067	0.2740305609131699	0.0510609845752003	0.0040497577872593655	0.08733180044994189	0.040926685420241034	0.043511173450973585	0.05777493762471109	0.027783218679657586	0.023787512396247344	0.026649013167158085	0.023950279359780547	0.01736057332542083	0.022148716260523102	0.010968412370224823	0.010593587737223556	0.6884761461323041	2
thrT	sense	NC_000913.3	RefSeq	tRNA	4175754	4175829	.	+	.	ID=rna161;Parent=gene4059;Dbxref=ASAP:ABE-0013018,EcoGene:EG30101,GeneID:948480;Note=anticodon: GGU;gbkey=tRNA;gene=thrT;product=tRNA-Thr	0.2568013379450477	0.3488591714133105	1.0	0.7532182654425625	0.40256064527215135	0.4082412458006546	0.06672794961842812	0.004661577721349384	0.058878210080055685	0.015599233213697775	0.02803652087407009	0.046637791651877064	0.016896835019509653	0.022629672941076026	0.0417908639522829	0.02082021776948344	0.023155998325058186	0.022433322226449868	0.006089550915817221	0.0072123342739594315	0.4285440816509477	2
tufB	sense	NC_000913.3	RefSeq	CDS	4175944	4177128	.	+	0	ID=cds3897;Parent=gene4060;Dbxref=ASAP:ABE-0013020,UniProtKB/Swiss-Prot:P0CE48,Genbank:NP_418407.1,EcoGene:EG11037,GeneID:948482;Name=NP_418407.1;Ontology_term=GO:0005737,GO:0006412,GO:0006970;gbkey=CDS;gene=tufB;go_component=cytoplasm|0005737||;go_process=translation|0006412||,response to osmotic stress|0006970||;product=translation elongation factor EF-Tu 2;protein_id=NP_418407.1;transl_table=11	0.00035740918836057724	0.005145681701637706	0.0224857351767494	0.034690603042056324	0.028814186645637695	0.040195349779687334	0.007848458847419089	0.0014387687949356815	0.03124486959293292	0.03456261421730737	0.03008081636721777	0.02386210005382315	0.01740160072422556	0.016259826218153486	0.01947254456571273	0.02179283502676083	0.022894910869976918	0.02819756851019521	0.015684084998037875	0.009286845099973278	1.0	0
