Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	Grad-00L.fastq	Grad-01.fastq	Grad-02.fastq	Grad-03.fastq	Grad-04.fastq	Grad-05.fastq	Grad-06.fastq	Grad-07.fastq	Grad-08.fastq	Grad-09.fastq	Grad-10.fastq	Grad-11.fastq	Grad-12.fastq	Grad-13.fastq	Grad-14.fastq	Grad-15.fastq	Grad-16.fastq	Grad-17.fastq	Grad-18.fastq	Grad-19.fastq	Grad-20.fastq	Grad-21P.fastq	gene	Name
sense	NC_000913.3	RefSeq	CDS	4379783	4380517	.	-	0	ID=cds4073;Parent=gene4243;Dbxref=ASAP:ABE-0013602,UniProtKB/Swiss-Prot:P0AC47,Genbank:NP_418577.1,EcoGene:EG10331,GeneID:948666;Name=NP_418577.1;Note=fumarate reductase%2C anaerobic%2C iron-sulfur protein subunit;Ontology_term=GO:0005737,GO:0006113,GO:0009061;gbkey=CDS;gene=frdB;go_component=cytoplasm|0005737||;go_process=fermentation|0006113||,anaerobic respiration|0009061||;product=fumarate reductase (anaerobic)%2C Fe-S subunit;protein_id=NP_418577.1;transl_table=11	574.0	271.0	841.0	806.0	1268.0	885.0	881.0	984.0	556.0	1065.0	1623.0	2152.0	1808.0	1342.0	1180.0	1192.0	876.0	1041.0	1569.0	1655.0	2172.0	6367.0	frdB	NP_418577.1
sense	NC_000913.3	RefSeq	CDS	4380510	4382318	.	-	0	ID=cds4074;Parent=gene4244;Dbxref=ASAP:ABE-0013604,UniProtKB/Swiss-Prot:P00363,Genbank:NP_418578.1,EcoGene:EG10330,GeneID:948667;Name=NP_418578.1;Note=fumarate reductase%2C anaerobic%2C flavoprotein subunit;Ontology_term=GO:0005737,GO:0006113,GO:0009061;gbkey=CDS;gene=frdA;go_component=cytoplasm|0005737||;go_process=fermentation|0006113||,anaerobic respiration|0009061||;product=anaerobic fumarate reductase catalytic and NAD/flavoprotein subunit;protein_id=NP_418578.1;transl_table=11	1123.0	256.0	1291.0	1654.0	2566.0	2205.0	2312.0	2295.0	1340.0	2404.0	2987.0	3673.0	3400.0	2330.0	2021.0	2139.0	1657.0	2093.0	3455.0	4039.0	4784.0	13612.0	frdA	NP_418578.1
sense	NC_000913.3	RefSeq	CDS	4382643	4383620	.	+	0	ID=cds4075;Parent=gene4245;Dbxref=ASAP:ABE-0013610,UniProtKB/Swiss-Prot:P0A8N7,Genbank:NP_418579.2,EcoGene:EG11211,GeneID:948672;Name=NP_418579.2;Note=putative lysyl-tRNA synthetase;Ontology_term=GO:0006418;gbkey=CDS;gene=epmA;go_process=tRNA aminoacylation for protein translation|0006418||;product=Elongation Factor P Lys34 lysyltransferase;protein_id=NP_418579.2;transl_table=11	36.0	4.0	13.0	16.0	33.0	29.0	18.0	30.0	15.0	27.0	34.0	30.0	28.0	16.0	10.0	5.0	11.0	17.0	12.0	26.0	31.0	45.0	epmA	NP_418579.2
sense	NC_000913.3	RefSeq	CDS	4383839	4385341	.	+	0	ID=cds4076;Parent=gene4246;Dbxref=ASAP:ABE-0013613,UniProtKB/Swiss-Prot:P39282,Genbank:NP_418580.2,EcoGene:EG12475,GeneID:948679;Name=NP_418580.2;Note=putative transport;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=yjeM;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=putative transporter;protein_id=NP_418580.2;transl_table=11	39.0	1.0	16.0	13.0	22.0	28.0	11.0	21.0	15.0	19.0	18.0	19.0	13.0	7.0	4.0	7.0	1.0	10.0	14.0	13.0	22.0	27.0	yjeM	NP_418580.2
sense	NC_000913.3	RefSeq	CDS	4385393	4385707	.	+	0	ID=cds4077;Parent=gene4247;Dbxref=ASAP:ABE-0013617,UniProtKB/Swiss-Prot:P39283,Genbank:NP_418581.1,EcoGene:EG12476,GeneID:948678;Name=NP_418581.1;gbkey=CDS;gene=yjeN;product=uncharacterized protein;protein_id=NP_418581.1;transl_table=11	10.0	0.0	0.0	1.0	6.0	8.0	6.0	5.0	5.0	5.0	3.0	2.0	6.0	3.0	1.0	4.0	0.0	1.0	2.0	2.0	6.0	7.0	yjeN	NP_418581.1
sense	NC_000913.3	RefSeq	CDS	4385704	4386018	.	+	0	ID=cds4078;Parent=gene4248;Dbxref=ASAP:ABE-0013619,UniProtKB/Swiss-Prot:P39284,Genbank:NP_418582.1,EcoGene:EG12477,GeneID:948677;Name=NP_418582.1;gbkey=CDS;gene=yjeO;product=inner membrane protein;protein_id=NP_418582.1;transl_table=11	13.0	2.0	3.0	1.0	3.0	6.0	7.0	6.0	4.0	8.0	5.0	6.0	3.0	2.0	2.0	1.0	0.0	2.0	4.0	3.0	1.0	5.0	yjeO	NP_418582.1
sense	NC_000913.3	RefSeq	CDS	4386047	4389370	.	-	0	ID=cds4079;Parent=gene4249;Dbxref=ASAP:ABE-0013621,UniProtKB/Swiss-Prot:P39285,Genbank:NP_418583.1,EcoGene:EG12478,GeneID:948676;Name=NP_418583.1;Note=putative periplasmic binding protein;Ontology_term=GO:0042597;gbkey=CDS;gene=mscM;go_component=periplasmic space|0042597||;product=mechanosensitive channel protein%2C miniconductance;protein_id=NP_418583.1;transl_table=11	177.0	48.0	228.0	198.0	268.0	229.0	175.0	207.0	95.0	150.0	180.0	187.0	170.0	112.0	102.0	127.0	114.0	167.0	353.0	387.0	349.0	395.0	mscM	NP_418583.1
sense	NC_000913.3	RefSeq	CDS	4389392	4390360	.	-	0	ID=cds4080;Parent=gene4250;Dbxref=ASAP:ABE-0013623,UniProtKB/Swiss-Prot:P0A8K1,Genbank:NP_418584.1,EcoGene:EG10775,GeneID:948673;Name=NP_418584.1;Note=phosphatidylserine decarboxylase%3B phospholipid synthesis;Ontology_term=GO:0009274,GO:0019866,GO:0008654;experiment=N-terminus verified by Edman degradation: PMID 3042771;gbkey=CDS;gene=psd;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=phospholipid biosynthetic process|0008654||;product=phosphatidylserine decarboxylase;protein_id=NP_418584.1;transl_table=11	259.0	14.0	48.0	75.0	118.0	119.0	115.0	148.0	83.0	114.0	159.0	236.0	186.0	141.0	140.0	139.0	141.0	203.0	413.0	457.0	509.0	952.0	psd	NP_418584.1
sense	NC_000913.3	RefSeq	CDS	4390457	4391509	.	-	0	ID=cds4081;Parent=gene4251;Dbxref=ASAP:ABE-0013626,UniProtKB/Swiss-Prot:P39286,Genbank:NP_418585.4,EcoGene:EG12479,GeneID:948674;Name=NP_418585.4;gbkey=CDS;gene=rsgA;product=ribosome small subunit-dependent GTPase A;protein_id=NP_418585.4;transl_table=11	121.0	41.0	151.0	176.0	279.0	260.0	258.0	329.0	181.0	294.0	359.0	436.0	356.0	257.0	213.0	240.0	158.0	269.0	444.0	516.0	554.0	615.0	rsgA	NP_418585.4
sense	NC_000913.3	RefSeq	CDS	4391604	4392149	.	+	0	ID=cds4082;Parent=gene4252;Dbxref=ASAP:ABE-0013631,UniProtKB/Swiss-Prot:P0A784,Genbank:NP_418586.4,EcoGene:EG12480,GeneID:948675;Name=NP_418586.4;Ontology_term=GO:0006401;gbkey=CDS;gene=orn;go_process=RNA catabolic process|0006401||;product=oligoribonuclease;protein_id=NP_418586.4;transl_table=11	48.0	11.0	41.0	68.0	72.0	104.0	91.0	98.0	51.0	87.0	71.0	85.0	79.0	63.0	46.0	74.0	47.0	74.0	135.0	164.0	151.0	343.0	orn	NP_418586.4
sense	NC_000913.3	RefSeq	tRNA	4392360	4392435	.	+	.	ID=rna169;Parent=gene4253;Dbxref=ASAP:ABE-0013635,EcoGene:EG30038,GeneID:948682;Note=anticodon: GCC;gbkey=tRNA;gene=glyV;product=tRNA-Gly	11642.33333333346	135307.16666666456	55651.66666666999	30580.08333333256	23147.08333333322	10939.666666666702	5704.583333333327	6410.166666666658	1231.499999999999	1219.9166666666672	347.5833333333334	1061.0833333333342	1651.999999999998	724.4166666666665	588.0833333333334	861.8333333333338	362.3333333333333	634.9999999999999	796.3333333333335	603.5833333333333	2033.166666666664	4639.166666666682	glyV	
sense	NC_000913.3	RefSeq	tRNA	4392472	4392547	.	+	.	ID=rna170;Parent=gene4254;Dbxref=ASAP:ABE-0013637,EcoGene:EG30040,GeneID:948681;Note=anticodon: GCC;gbkey=tRNA;gene=glyX;product=tRNA-Gly	12873.000000000136	140863.00000000338	57649.50000000338	31602.58333333255	23836.416666666533	11420.66666666671	5967.916666666659	6584.833333333325	1271.1666666666654	1265.0833333333337	340.58333333333337	1101.9166666666674	1753.6666666666647	761.7500000000008	612.9166666666666	942.6666666666672	383.3333333333333	683.3333333333333	840.6666666666672	649.0833333333334	2149.499999999999	4934.166666666682	glyX	
sense	NC_000913.3	RefSeq	tRNA	4392583	4392658	.	+	.	ID=rna171;Parent=gene4255;Dbxref=ASAP:ABE-0013639,EcoGene:EG30041,GeneID:948687;Note=anticodon: GCC;gbkey=tRNA;gene=glyY;product=tRNA-Gly	12866.500000000136	140838.66666667003	57606.66666667005	31575.58333333255	23807.416666666533	11410.16666666671	5944.91666666666	6578.999999999992	1261.1666666666656	1249.5833333333337	334.08333333333337	1079.4166666666674	1732.6666666666647	758.7500000000008	610.9166666666666	941.6666666666672	382.8333333333333	677.8333333333333	835.6666666666673	648.5833333333334	2151.499999999999	4926.666666666682	glyY	
sense	NC_000913.3	RefSeq	CDS	4392892	4392945	.	+	0	ID=cds4083;Parent=gene4256;Dbxref=UniProtKB/Swiss-Prot:C1P621,Genbank:YP_002791261.1,EcoGene:EG14475,GeneID:7751630;Name=YP_002791261.1;gbkey=CDS;gene=yjeV;product=uncharacterized protein;protein_id=YP_002791261.1;transl_table=11	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	yjeV	YP_002791261.1
sense	NC_000913.3	RefSeq	CDS	4392928	4394067	.	-	0	ID=cds4084;Parent=gene4257;Dbxref=ASAP:ABE-0013641,UniProtKB/Swiss-Prot:P39288,Genbank:NP_418587.1,EcoGene:EG12481,GeneID:948686;Name=NP_418587.1;gbkey=CDS;gene=queG;product=epoxyqueuosine reductase%2C cobalamine-stimulated%3B queosine biosynthesis;protein_id=NP_418587.1;transl_table=11	88.0	4.0	42.0	36.0	100.0	90.0	103.0	92.0	48.0	126.0	159.0	217.0	173.0	91.0	83.0	71.0	50.0	81.0	117.0	138.0	131.0	113.0	queG	NP_418587.1
sense	NC_000913.3	RefSeq	CDS	4394066	4395613	.	+	0	ID=cds4085;Parent=gene4258;Dbxref=ASAP:ABE-0013644,UniProtKB/Swiss-Prot:P31806,Genbank:NP_418588.1,EcoGene:EG11758,GeneID:948685;Name=NP_418588.1;gbkey=CDS;gene=nnr;product=bifunctional NAD(P)H-hydrate repair enzyme%3B C-terminal domain ADP-dependent (S)-NAD(P)H-hydrate dehydratase and N-terminal domain NAD(P)H-hydrate epimerase;protein_id=NP_418588.1;transl_table=11	78.0	16.0	85.0	99.0	151.0	111.0	113.0	115.0	67.0	135.0	162.0	216.0	156.0	139.0	83.0	91.0	54.0	91.0	141.0	113.0	150.0	384.0	nnr	NP_418588.1
sense	NC_000913.3	RefSeq	CDS	4395585	4396046	.	+	0	ID=cds4086;Parent=gene4259;Dbxref=ASAP:ABE-0013649,UniProtKB/Swiss-Prot:P0AF67,Genbank:NP_418589.1,EcoGene:EG11757,GeneID:948684;Name=NP_418589.1;gbkey=CDS;gene=tsaE;product=tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein%3B ADP binding protein;protein_id=NP_418589.1;transl_table=11	38.0	1.0	15.0	18.0	29.0	48.0	40.0	44.0	33.0	60.0	73.0	103.0	81.0	63.0	30.0	40.0	35.0	52.0	74.0	78.0	82.0	141.0	tsaE	NP_418589.1
sense	NC_000913.3	RefSeq	CDS	4396065	4397402	.	+	0	ID=cds4087;Parent=gene4260;Dbxref=ASAP:ABE-0013653,UniProtKB/Swiss-Prot:P26365,Genbank:NP_418590.1,EcoGene:EG11363,GeneID:948683;Name=NP_418590.1;Note=N-acetylmuramoyl-l-alanine amidase II%3B a murein hydrolase;Ontology_term=GO:0009274,GO:0009252;gbkey=CDS;gene=amiB;go_component=peptidoglycan-based cell wall|0009274||;go_process=peptidoglycan biosynthetic process|0009252||;product=N-acetylmuramoyl-l-alanine amidase II;protein_id=NP_418590.1;transl_table=11	104.0	46.0	133.0	154.0	227.0	184.0	197.0	204.0	72.0	157.0	207.0	233.0	189.0	113.0	92.0	97.0	80.0	76.0	141.0	127.0	154.0	168.0	amiB	NP_418590.1
sense	NC_000913.3	RefSeq	CDS	4397412	4399259	.	+	0	ID=cds4088;Parent=gene4261;Dbxref=ASAP:ABE-0013655,UniProtKB/Swiss-Prot:P23367,Genbank:NP_418591.1,EcoGene:EG11281,GeneID:948691;Name=NP_418591.1;Note=enzyme in methyl-directed mismatch repair;Ontology_term=GO:0005737,GO:0006281;gbkey=CDS;gene=mutL;go_component=cytoplasm|0005737||;go_process=DNA repair|0006281||;product=methyl-directed mismatch repair protein;protein_id=NP_418591.1;transl_table=11	102.0	27.0	96.0	136.0	201.0	195.0	203.0	215.0	83.0	185.0	201.0	240.0	192.0	140.0	135.0	112.0	92.0	148.0	262.0	258.0	242.0	216.0	mutL	NP_418591.1
sense	NC_000913.3	RefSeq	CDS	4399252	4400202	.	+	0	ID=cds4089;Parent=gene4262;Dbxref=ASAP:ABE-0013657,UniProtKB/Swiss-Prot:P16384,Genbank:NP_418592.1,EcoGene:EG10595,GeneID:948690;Name=NP_418592.1;Ontology_term=GO:0005737,GO:0009451;gbkey=CDS;gene=miaA;go_component=cytoplasm|0005737||;go_process=RNA modification|0009451||;product=delta(2)-isopentenylpyrophosphate tRNA-adenosine transferase;protein_id=NP_418592.1;transl_table=11	547.0	432.0	1620.0	1324.0	2003.0	1772.0	1747.0	1844.0	927.0	1582.0	1782.0	2278.0	1854.0	1411.0	1084.0	897.0	645.0	676.0	829.0	668.0	784.0	911.0	miaA	NP_418592.1
sense	NC_000913.3	RefSeq	CDS	4400288	4400596	.	+	0	ID=cds4090;Parent=gene4263;Dbxref=ASAP:ABE-0013659,UniProtKB/Swiss-Prot:P0A6X3,Genbank:NP_418593.1,EcoGene:EG10438,GeneID:948689;Name=NP_418593.1;Note=host factor I for bacteriophage Q beta replication%2C a growth-related protein;Ontology_term=GO:0009386;gbkey=CDS;gene=hfq;go_process=translational attenuation|0009386||;product=global sRNA chaperone%3B HF-I%2C host factor for RNA phage Q beta replication;protein_id=NP_418593.1;transl_table=11	793.0	199.0	485.0	504.0	1057.0	1264.0	1571.0	1997.0	1063.0	2034.0	3135.0	3879.0	3271.0	2456.0	2189.0	1997.0	1587.0	1881.0	2709.0	2528.0	3203.0	3582.0	hfq	NP_418593.1
sense	NC_000913.3	RefSeq	CDS	4400672	4401952	.	+	0	ID=cds4091;Parent=gene4264;Dbxref=ASAP:ABE-0013661,UniProtKB/Swiss-Prot:P25519,Genbank:NP_418594.1,EcoGene:EG10437,GeneID:948688;Name=NP_418594.1;Note=GTP - binding subunit of protease specific for phage lambda cII repressor;gbkey=CDS;gene=hflX;product=GTPase%2C stimulated by 50S subunit binding%3B Mn(2+) homeostasis regulator;protein_id=NP_418594.1;transl_table=11	514.0	277.0	660.0	582.0	917.0	805.0	796.0	885.0	488.0	923.0	1246.0	1542.0	1279.0	960.0	851.0	876.0	667.0	1039.0	1701.0	1806.0	2095.0	2103.0	hflX	NP_418594.1
sense	NC_000913.3	RefSeq	CDS	4402038	4403297	.	+	0	ID=cds4092;Parent=gene4265;Dbxref=ASAP:ABE-0013663,UniProtKB/Swiss-Prot:P0ABC7,Genbank:NP_418595.1,EcoGene:EG10436,GeneID:948698;Name=NP_418595.1;Note=protease specific for phage lambda cII repressor;gbkey=CDS;gene=hflK;product=modulator for HflB protease specific for phage lambda cII repressor;protein_id=NP_418595.1;transl_table=11	244.0	50.0	228.0	327.0	512.0	450.0	443.0	504.0	282.0	449.0	586.0	671.0	600.0	459.0	391.0	409.0	359.0	517.0	766.0	758.0	934.0	1688.0	hflK	NP_418595.1
sense	NC_000913.3	RefSeq	CDS	4403300	4404304	.	+	0	ID=cds4093;Parent=gene4266;Dbxref=ASAP:ABE-0013665,UniProtKB/Swiss-Prot:P0ABC3,Genbank:NP_418596.1,EcoGene:EG10435,GeneID:948697;Name=NP_418596.1;Note=protease specific for phage lambda cII repressor;gbkey=CDS;gene=hflC;product=HflB protease modulator specific for phage lambda cII repressor;protein_id=NP_418596.1;transl_table=11	155.0	36.0	173.0	206.0	352.0	291.0	256.0	260.0	129.0	160.0	164.0	230.0	212.0	148.0	146.0	155.0	130.0	236.0	358.0	379.0	435.0	991.0	hflC	NP_418596.1
sense	NC_000913.3	RefSeq	CDS	4404386	4404583	.	+	0	ID=cds4094;Parent=gene4267;Dbxref=ASAP:ABE-0013669,UniProtKB/Swiss-Prot:P0AF73,Genbank:NP_418597.1,EcoGene:EG12482,GeneID:948696;Name=NP_418597.1;gbkey=CDS;gene=yjeT;product=DUF2065 family protein;protein_id=NP_418597.1;transl_table=11	19.0	0.0	0.0	0.0	4.0	4.0	3.0	11.0	3.0	9.0	11.0	9.0	5.0	10.0	11.0	2.0	4.0	7.0	8.0	8.0	21.0	15.0	yjeT	NP_418597.1
sense	NC_000913.3	RefSeq	CDS	4404687	4405985	.	+	0	ID=cds4095;Parent=gene4268;Dbxref=ASAP:ABE-0013672,UniProtKB/Swiss-Prot:P0A7D4,Genbank:NP_418598.1,EcoGene:EG10790,GeneID:948695;Name=NP_418598.1;Ontology_term=GO:0005737,GO:0006164,GO:0015949;gbkey=CDS;gene=purA;go_component=cytoplasm|0005737||;go_process=purine nucleotide biosynthetic process|0006164||,nucleobase%2C nucleoside and nucleotide interconversion|0015949||;product=adenylosuccinate synthetase;protein_id=NP_418598.1;transl_table=11	839.0	213.0	804.0	855.0	1364.0	1206.0	1255.0	1331.0	700.0	1136.0	1329.0	1688.0	1419.0	1077.0	1084.0	1202.0	1004.0	1682.0	2911.0	3007.0	3496.0	7594.0	purA	NP_418598.1
sense	NC_000913.3	RefSeq	CDS	4406190	4406615	.	+	0	ID=cds4096;Parent=gene4269;Dbxref=ASAP:ABE-0013676,UniProtKB/Swiss-Prot:P0AF63,Genbank:NP_418599.1,EcoGene:EG11212,GeneID:948693;Name=NP_418599.1;gbkey=CDS;gene=nsrR;product=nitric oxide-sensitive repressor for NO regulon;protein_id=NP_418599.1;transl_table=11	157.0	60.0	176.0	184.0	304.0	289.0	311.0	355.0	185.0	388.0	518.0	685.0	593.0	437.0	425.0	499.0	354.0	421.0	622.0	631.0	624.0	475.0	nsrR	NP_418599.1
sense	NC_000913.3	RefSeq	CDS	4406654	4409095	.	+	0	ID=cds4097;Parent=gene4270;Dbxref=ASAP:ABE-0013678,UniProtKB/Swiss-Prot:P21499,Genbank:NP_418600.4,EcoGene:EG11259,GeneID:948692;Name=NP_418600.4;Ontology_term=GO:0006401;gbkey=CDS;gene=rnr;go_process=RNA catabolic process|0006401||;product=exoribonuclease R%2C RNase R;protein_id=NP_418600.4;transl_table=11	433.0	86.0	318.0	405.0	624.0	524.0	504.0	594.0	304.0	532.0	691.0	795.0	763.0	515.0	461.0	511.0	414.0	533.0	901.0	1007.0	1191.0	4268.0	rnr	NP_418600.4
sense	NC_000913.3	RefSeq	CDS	4409275	4410006	.	+	0	ID=cds4098;Parent=gene4271;Dbxref=ASAP:ABE-0013684,UniProtKB/Swiss-Prot:P63177,Genbank:NP_418601.1,EcoGene:EG12483,GeneID:948694;Name=NP_418601.1;Ontology_term=GO:0009451;gbkey=CDS;gene=rlmB;go_process=RNA modification|0009451||;product=23S rRNA mG2251 2'-O-ribose methyltransferase%2C SAM-dependent;protein_id=NP_418601.1;transl_table=11	91.0	20.0	61.0	64.0	97.0	90.0	96.0	77.0	44.0	60.0	67.0	85.0	68.0	78.0	49.0	50.0	58.0	99.0	165.0	169.0	210.0	397.0	rlmB	NP_418601.1
sense	NC_000913.3	RefSeq	CDS	4410133	4410534	.	+	0	ID=cds4099;Parent=gene4272;Dbxref=ASAP:ABE-0013687,UniProtKB/Swiss-Prot:P0AF76,Genbank:NP_418602.1,EcoGene:EG12484,GeneID:948704;Name=NP_418602.1;gbkey=CDS;gene=yjfI;product=DUF2170 family protein;protein_id=NP_418602.1;transl_table=11	11.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	yjfI	NP_418602.1
sense	NC_000913.3	RefSeq	CDS	4410553	4411251	.	+	0	ID=cds4100;Parent=gene4273;Dbxref=ASAP:ABE-0013689,UniProtKB/Swiss-Prot:P0AF78,Genbank:NP_418603.1,EcoGene:EG12485,GeneID:948703;Name=NP_418603.1;Note=putative alpha helical protein;gbkey=CDS;gene=yjfJ;product=PspA/IM30 family protein;protein_id=NP_418603.1;transl_table=11	16.0	0.0	1.0	2.0	3.0	1.0	2.0	2.0	2.0	0.0	1.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	7.0	5.0	3.0	5.0	yjfJ	NP_418603.1
sense	NC_000913.3	RefSeq	CDS	4411302	4411961	.	+	0	ID=cds4101;Parent=gene4274;Dbxref=ASAP:ABE-0013692,UniProtKB/Swiss-Prot:P39293,Genbank:NP_418604.1,EcoGene:EG12486,GeneID:948702;Name=NP_418604.1;gbkey=CDS;gene=yjfK;product=DUF2491 family protein;protein_id=NP_418604.1;transl_table=11	15.0	0.0	4.0	0.0	1.0	3.0	6.0	0.0	5.0	4.0	4.0	3.0	1.0	1.0	0.0	2.0	0.0	3.0	1.0	1.0	1.0	3.0	yjfK	NP_418604.1
sense	NC_000913.3	RefSeq	CDS	4411979	4412377	.	+	0	ID=cds4102;Parent=gene4275;Dbxref=ASAP:ABE-0013694,UniProtKB/Swiss-Prot:P0AF80,Genbank:NP_418605.1,EcoGene:EG12487,GeneID:948701;Name=NP_418605.1;Ontology_term=GO:0009274;gbkey=CDS;gene=yjfL;go_component=peptidoglycan-based cell wall|0009274||;product=UPF0719 family inner membrane protein;protein_id=NP_418605.1;transl_table=11	12.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	yjfL	NP_418605.1
sense	NC_000913.3	RefSeq	CDS	4412387	4413025	.	+	0	ID=cds4103;Parent=gene4276;Dbxref=ASAP:ABE-0013696,UniProtKB/Swiss-Prot:P39295,Genbank:NP_418606.1,EcoGene:EG12488,GeneID:948700;Name=NP_418606.1;gbkey=CDS;gene=yjfM;product=DUF1190 family protein;protein_id=NP_418606.1;transl_table=11	175.0	0.0	4.0	2.0	5.0	2.0	6.0	7.0	5.0	3.0	1.0	2.0	3.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	yjfM	NP_418606.1
sense	NC_000913.3	RefSeq	CDS	4413028	4414191	.	+	0	ID=cds4104;Parent=gene4277;Dbxref=ASAP:ABE-0013698,UniProtKB/Swiss-Prot:P33222,Genbank:NP_418607.1,EcoGene:EG11812,GeneID:948699;Name=NP_418607.1;Note=putative synthetase/amidase;gbkey=CDS;gene=yjfC;product=ATP-Grasp family ATPase;protein_id=NP_418607.1;transl_table=11	140.0	3.0	10.0	1.0	13.0	6.0	9.0	12.0	8.0	7.0	15.0	7.0	8.0	7.0	4.0	1.0	0.0	3.0	1.0	2.0	4.0	6.0	yjfC	NP_418607.1
sense	NC_000913.3	RefSeq	CDS	4414275	4415900	.	+	0	ID=cds4105;Parent=gene4278;Dbxref=ASAP:ABE-0013701,UniProtKB/Swiss-Prot:P33224,Genbank:NP_418608.6,EcoGene:EG11811,GeneID:948710;Name=NP_418608.6;Note=putative acyl coenzyme A dehydrogenase;Ontology_term=GO:0006950;gbkey=CDS;gene=aidB;go_process=response to stress|0006950||;product=DNA alkylation damage repair protein%3B flavin-containing DNA binding protein%2C weak isovaleryl CoA dehydrogenase;protein_id=NP_418608.6;transl_table=11	122.0	6.0	18.0	39.0	49.0	42.0	48.0	63.0	36.0	66.0	79.0	94.0	85.0	60.0	42.0	40.0	41.0	43.0	61.0	78.0	112.0	225.0	aidB	NP_418608.6
sense	NC_000913.3	RefSeq	CDS	4416017	4416292	.	-	0	ID=cds4106;Parent=gene4279;Dbxref=ASAP:ABE-0013704,UniProtKB/Swiss-Prot:P0AF82,Genbank:NP_418609.4,EcoGene:EG12521,GeneID:948709;Name=NP_418609.4;gbkey=CDS;gene=yjfN;product=DUF1471 family periplasmic protein;protein_id=NP_418609.4;transl_table=11	61.0	2.0	26.0	39.0	81.0	98.0	104.0	115.0	76.0	130.0	180.0	203.0	195.0	171.0	124.0	127.0	105.0	140.0	205.0	212.0	224.0	123.0	yjfN	NP_418609.4
sense	NC_000913.3	RefSeq	CDS	4416441	4416770	.	-	0	ID=cds4107;Parent=gene4280;Dbxref=ASAP:ABE-0013706,UniProtKB/Swiss-Prot:P39297,Genbank:NP_418610.4,EcoGene:EG12489,GeneID:948708;Name=NP_418610.4;gbkey=CDS;gene=bsmA;product=bioflm peroxide resistance protein;protein_id=NP_418610.4;transl_table=11	188.0	30.0	277.0	483.0	699.0	583.0	496.0	562.0	235.0	395.0	335.0	436.0	263.0	164.0	101.0	116.0	75.0	75.0	102.0	87.0	122.0	172.0	bsmA	NP_418610.4
sense	NC_000913.3	RefSeq	CDS	4416952	4417701	.	+	0	ID=cds4108;Parent=gene4281;Dbxref=ASAP:ABE-0013711,UniProtKB/Swiss-Prot:P39298,Genbank:NP_418611.1,EcoGene:EG12490,GeneID:948707;Name=NP_418611.1;gbkey=CDS;gene=yjfP;product=acyl CoA esterase;protein_id=NP_418611.1;transl_table=11	50.0	6.0	21.0	16.0	30.0	27.0	29.0	31.0	14.0	31.0	32.0	43.0	43.0	25.0	24.0	31.0	22.0	43.0	61.0	72.0	82.0	189.0	yjfP	NP_418611.1
sense	NC_000913.3	RefSeq	CDS	4417698	4418453	.	-	0	ID=cds4109;Parent=gene4282;Dbxref=ASAP:ABE-0013713,UniProtKB/Swiss-Prot:P0A9W0,Genbank:NP_418612.1,EcoGene:EG12491,GeneID:948706;Name=NP_418612.1;Note=putative DEOR-type transcriptional regulator;Ontology_term=GO:0006350,GO:0016564;gbkey=CDS;gene=ulaR;go_function=transcription repressor activity|0016564||;go_process=transcription|0006350||;product=transcriptional repressor for the L-ascorbate utilization divergent operon;protein_id=NP_418612.1;transl_table=11	54.0	3.0	27.0	43.0	82.0	76.0	80.0	90.0	47.0	77.0	107.0	99.0	102.0	59.0	69.0	52.0	60.0	94.0	166.0	170.0	197.0	225.0	ulaR	NP_418612.1
sense	NC_000913.3	RefSeq	CDS	4418561	4419625	.	-	0	ID=cds4110;Parent=gene4283;Dbxref=ASAP:ABE-0013717,UniProtKB/Swiss-Prot:P39300,Genbank:NP_418613.2,EcoGene:EG12492,GeneID:948705;Name=NP_418613.2;gbkey=CDS;gene=ulaG;product=L-ascorbate 6-phosphate lactonase;protein_id=NP_418613.2;transl_table=11	143.0	6.0	14.0	21.0	25.0	30.0	16.0	21.0	8.0	15.0	10.0	24.0	10.0	10.0	8.0	7.0	7.0	16.0	19.0	16.0	19.0	102.0	ulaG	NP_418613.2
